Title,Emne[Nr],Emne[Titel],Emne[Oprettet],Emne[Rettet],Emne[Bevaring],Emne[Sletning],Emne[Filtre],Emne[Retskilder],Emne[Vejledning],Free Text
Emne_81.13.03,81.13.03,"Overnatning",1993-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.13.05,81.13.05,"Udstationering",1993-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.14.00,81.14.00,"Økonomiske ydelser til folkevalgte i almindelighed",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.14.01,81.14.01,"Diæter befordring overnatning mv.",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.14.02,81.14.02,"Dagpenge timepenge og kørselsgodtgørelse m.v. til personale udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.14.10,81.14.10,"Vederlag honorar og pension",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.14.15,81.14.15,"Dokumenterede merudgifter",1992-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.15.00,81.15.00,"Løn i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.15.01,81.15.01,"Paragraf 1 stk. 2-tillæg udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.15.02,81.15.02,"Paragraf 4 stk. 12-tillæg udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.15.03,81.15.03,"Særlige ydelser og honorarer",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.15.06,81.15.06,"Dispensation fra uddannelseskrav",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.15.10,81.15.10,"Tillæg af anciennitet",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.15.15,81.15.15,"Puljeordninger/lokalløn/decentral løn",1992-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.15.16,81.15.16,"Resultatløn",1997-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnenummeret er til sager om resultatl&#248;n.</li>
								<li>Her journaliseres ogs&#229; sager om resultatkontrakter kombineret med facet P27.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.15.17,81.15.17,"Funktionsløn",2000-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.15.18,81.15.18,"Kvalifikationsløn",2000-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.16.00,81.16.00,"Personalepleje/-velfærd og personalebegivenheder i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.17.00,81.17.00,"Tjenestemandslån i almindelighed",1988-01-01,,K,P1800D,"KommunalVandDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet anvendes til sager om l&#248;nforskrivning ifm. tjenestemandsl&#229;n.</li>
								<li>Til sikkerhed for l&#229;net deponerer l&#229;ntageren en l&#248;nforskrivning p&#229; sin l&#248;n og eventuelle tjenestemandspension.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.18.00,81.18.00,"Lønforskud i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.19.00,81.19.00,"Personalegoder og naturalydelser i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.19.05,81.19.05,"Telefongodtgørelse",2009-11-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_81.20.00,81.20.00,"Telefon og datalinjer godtgørelse i almindelighed udgået",1988-01-01,,K,,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet flyttes til 81.19.05 som en del af personalegoder.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.21.00,81.21.00,"Særlige ydelser og honorarer (personlige) i almindelighed udgået",1988-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.22.00,81.22.00,"Pension personale i almindelighed",1988-01-01,2014-11-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.22.01,81.22.01,"Pensionsforsikringer",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.22.05,81.22.05,"Kapitalpension og kapitalforsikring",1988-01-01,2005-02-01,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.22.10,81.22.10,"Tjenestemandspension",2005-02-01,,K,P1800D,"","LBK om pensioner efter tidligere tjenestemandslove mv._A19930072529,Tjenestemandspensionsloven_A20100048929,BEK om tjenestemandspensionsforpligtelser i forbindelse med kommunalreformen_B20050096505,LBK om tjenestemænd i folkeskolen m.v._A20100048729 ","",[[Category:NaN_KLE_Data]]
Emne_81.23.00,81.23.00,"Arbejdsgivernes fællesopkrævning i almindelighed",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.23.01,81.23.01,"ATP (Arbejdsmarkedets Tillægspension)",1988-01-01,2005-02-01,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","LBK om Arbejdsmarkedets Tillægspension_A20140111029","",[[Category:NaN_KLE_Data]]
Emne_81.23.02,81.23.02,"Lønmodtagernes Garantifond",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.23.03,81.23.03,"Arbejdsgivernes Elevrefusion",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","LBK om Arbejdsgivernes Uddannelsesbidrag_A20140014829","",[[Category:NaN_KLE_Data]]
Emne_81.23.04,81.23.04,"Arbejdsløshedsforsikring",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.23.05,81.23.05,"Førtidspension udgået",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udfases februar 2015 i forbindelse med ajourf&#248;ring af gruppen. Kontakt KLE-redaktionen hvis dette giver anledning til problemer.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.23.06,81.23.06,"Arbejdsmarkedsuddannelsesfond",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","LBK om arbejdsmarkedsuddannelser m.v._A20140022629","",[[Category:NaN_KLE_Data]]
Emne_81.23.07,81.23.07,"Lønmodtagernes Dyrtidsfond",1988-01-01,2005-02-01,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","LBK om Lønmodtagernes Dyrtidsfond_A20140110929","",[[Category:NaN_KLE_Data]]
Emne_81.23.08,81.23.08,"AKUT-bidrag",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.23.09,81.23.09,"Arbejdsmarkedsbidrag",1995-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.23.10,81.23.10,"Arbejdsmiljørådet",2000-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.25.00,81.25.00,"Bibeskæftigelse i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.27.00,81.27.00,"Ferier og fridage i almindelighed personale ",1988-01-01,2015-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.27.01,81.27.01,"Ferier personale",1999-01-01,2015-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.27.02,81.27.02,"Fridage personale",1999-01-01,2015-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.27.05,81.27.05,"Feriefridage personale",2000-01-01,2015-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.28.00,81.28.00,"Sygdom og fravær personale i almindelighed",1988-01-01,2015-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","LBK om arbejdsløshedsforsikring m.v._A20140034829_P90a,BEK om dagpengegodtgørelse for 1. 2. og 3. ledighedsdag (G-dage)_B20090067405","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om sygdom og frav&#230;r.</li>
								<li>Fx sygdom- og frav&#230;rspolitik, der tilf&#248;jes facet P22, og statistik der tilf&#248;jes facet P05.</li>
								<li>Ligeledes kan sager vedr. Dagpengegodtg&#248;relse for 1., 2. og 3. ledighedsdag (jf. blanket) journaliseres her.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.29.00,81.29.00,"Arbejdsskader/tilskadekomst i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker bl.a. erstatningssager/krav om erstatning fra personale.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.29.01,81.29.01,"Ulykkestilfælde",1997-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.29.02,81.29.02,"Pludselige løfteskader",1997-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.29.03,81.29.03,"Erhvervssygdomme",1997-01-01,2005-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","BEK om beregning af bidrag til Arbejdsmarkedets Erhvervssygdomssikring_B20090099005","",[[Category:NaN_KLE_Data]]
Emne_81.30.00,81.30.00,"Tjenestefrihed og orlov i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.01,81.30.01,"Tjenestefrihed med løn",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.02,81.30.02,"Tjenestefrihed uden løn",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.03,81.30.03,"Barselsorlov/adoptionsorlov",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.04,81.30.04,"Plejeorlov personaleforhold",1988-01-01,2015-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.05,81.30.05,"Værnepligtsorlov/FN-tjeneste",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.06,81.30.06,"Tjenestefrihed faglige repræsentanter",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.10,81.30.10,"Orlov til børnepasning/forældreorlov udgået",1993-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r maj 2013, da Bekendtg&#248;relse af lov om b&#248;rnepasningsorlov er oph&#230;vet</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Paragrafhenvisningen er til lbk. om b&#248;rnepasningsorlov.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.30.11,81.30.11,"Orlov til uddannelse",1993-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.30.12,81.30.12,"Orlov til sabbat udgået",1994-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.30.15,81.30.15,"Varetagelse af ombud",1993-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","Ombudsbekendtgørelsen_B19850053605","",[[Category:NaN_KLE_Data]]
Emne_81.31.00,81.31.00,"Personalelegitimation i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.32.00,81.32.00,"Beklædning uniformer påklædning i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.34.00,81.34.00,"Sundhedsfremmende foranstaltninger for personalet i almindelighed",2005-08-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.34.05,81.34.05,"Foranstaltninger mod rygning",2005-08-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres fx sager om rygeafvending.</li>
								<li>Rygepolitik h&#248;rer under arbejdsmilj&#248;, og journaliseres i 87.20.00.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.34.10,81.34.10,"Foranstaltninger mod alkohol",2005-08-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres fx sager om alkoholafvending.</li>
								<li>Alkoholpolitik journaliseres her med facet P22.</li>
								<li>Hvis alkoholpolitikken er en del af personalepolitikken anvendes nummer 81.00.00.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.35.00,81.35.00,"Disciplinære foranstaltninger i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Disciplin&#230;re sager, hvor kommunen som arbejdsgiver giver en p&#229;tale journaliseres med facet K08.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.36.00,81.36.00,"Afsked i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.36.01,81.36.01,"Ansøgt afsked",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.36.05,81.36.05,"Uansøgt afsked",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.36.10,81.36.10,"Frivillige fratrædelsesaftaler",1996-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.37.00,81.37.00,"Retræte-/seniorordninger i almindelighed",1995-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.00,81.38.00,"Samarbejds-/MED-udvalg tillidsrepræsentanter i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.01,81.38.01,"Kommunernes samarbejdsnævn",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.02,81.38.02,"Koordinationsudvalg",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Koordinationsudvalgets to parter er repr&#230;sentanter fra kommunalbestyrelsen og repr&#230;sentanter udpeget af personaleorganisationerne. Koordinationsudvalgene v&#230;lges for 4 &#229;r ad gangen, og valgperioden f&#248;lger den kommunale valgperiode.</li>
								<li>Sager om udpegelse af medlemmer fra kommunalbestyrelsen journaliseres her med facet A30.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.38.03,81.38.03,"Centraludvalg",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.04,81.38.04,"Hovedsamarbejdsudvalg",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.05,81.38.05,"Lokalsamarbejdsudvalg",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.06,81.38.06,"Samarbejds-/MED-udvalgets underudvalg",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.07,81.38.07,"Kontaktudvalg",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.38.08,81.38.08,"Tillidsrepræsentanter",1988-01-01,,B,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.39.00,81.39.00,"Uddannelse af personale og folkevalgte i almindelighed",1988-01-01,2003-02-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.39.01,81.39.01,"Den kommunale Højskole udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.39.02,81.39.02,"Forvaltningshøjskolen udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.39.03,81.39.03,"Dansk kommunalkursus udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.39.04,81.39.04,"Kommuneforeningernes kurser udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.39.06,81.39.06,"Danmarks Lærerhøjskole udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.39.08,81.39.08,"Danmarks Biblioteksskole udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.39.10,81.39.10,"Ekstern uddannelse",1988-01-01,2005-08-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","Folkeskoleloven_A20140066529_P40,SVU-loven_A20150034029","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Ekstern uddannelse anvendes n&#229;r det er andre end kommunen selv der afholder og arrangerer. Intern uddannelse anvendes n&#229;r det kommunen selv der afholder og arrangerer. Se i &#248;vrigt servicesidetekst til gr. 81.39.</p>
					
				",[[Category:NaN_KLE_Data]]
